path,category,owner,main_classes,main_functions,used_by,tests,status,notes
joao/results/final_predictive_model_metrics_0_7.csv,result artifact,João-owned,,,,,audited,
joao/results/final_predictive_model_metrics_0_8.csv,result artifact,João-owned,,,,,audited,
joao/results/final_predictive_model_split_comparison.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_10min_seed1_v2/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_all_methods_drain24h_cycle_guard/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_cycle_guard/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_rr_drain24h_seed1/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/calibration_1h_seed1/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_appendix_table.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_report_table.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/joao_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/joao_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/joao_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/joao_final_readiness.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/joao_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/joao_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_1day_20260715/joao_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/final_7day_20260715/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_appendix_table.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_report_table.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/joao_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/joao_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/joao_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/joao_final_readiness.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/joao_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/joao_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_20260715/joao_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_appendix_table.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_report_table.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/joao_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/joao_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/joao_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/joao_final_readiness.md,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/joao_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/joao_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_resource_allocation/scaling_1day_seed1_60d_20260715/joao_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/branching_evaluation.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/branching_evaluation.json,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/conformance_comparison.md,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/conformance_v4.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/conformance_v4.json,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/final_validation_report.md,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/fixed_vs_generative.md,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative/smoke/generative_integration_smoke.json,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative/smoke/parksong_composite_seed1_event_log.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative/smoke/parksong_composite_seed2_event_log.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative/smoke/parksong_composite_seed3_event_log.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative/smoke/round_robin_seed1_event_log.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative/smoke/round_robin_seed2_event_log.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative/smoke/round_robin_seed3_event_log.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative/smoke/shortest_queue_seed1_event_log.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative/smoke/shortest_queue_seed2_event_log.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative/smoke/shortest_queue_seed3_event_log.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative_runs.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/generative_summary.csv,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/limitations.md,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/pipeline_audit.md,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/protected_hash_diff.txt,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/protected_hashes_after.txt,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/protected_hashes_before.txt,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/reproducibility.md,result artifact,João-owned,,,,,audited,
joao/results/final_validation_20260715/requirements_traceability.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/assignment_method_mapping.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/behavioral_invariant_checks.csv,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/code_quality_findings.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/controlled_benchmark_raw.csv,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/controlled_benchmark_summary.csv,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/file_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/final_full_audit.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/integration_data_flow.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/method_complexity_analysis.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/method_isolation_comparison.csv,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/method_performance.csv,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/method_reference.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/method_status_matrix.csv,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/parksong_ml_analysis.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/parksong_ml_comparison.csv,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/report_ready_summary.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/repository_architecture.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/test_results.json,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/test_results.md,result artifact,João-owned,,,,,audited,
joao/results/full_method_audit/test_strength_report.md,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/joao_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/joao_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/joao_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/joao_final_readiness.md,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/joao_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/joao_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_10routes_3seeds/joao_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_clean_seed1/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_clean_seed1/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_clean_seed1/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_clean_seed1/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_clean_seed1/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_clean_seed1/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_clean_seed1/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_clean_seed1/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/joao_calibration_20260715_fixed_replay_retry_clean_seed1/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
